Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	old.selec
1954.573323958	1954.590729239	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	84.536331958	464	Spectrogram 1	1	43288.9	60194.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	139
1954.584063387	1954.605171918	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	84.547071387	465	Spectrogram 1	1	69928.3	90163.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	140
1954.875509255	1954.914763717	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	84.838517255	466	Spectrogram 1	1	46106.6	61731.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	141
1961.87105239	1961.894382873	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	91.83406039	467	Spectrogram 1	1	55584	69672.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	142
1961.890679622	1961.916972705	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	91.853687622	468	Spectrogram 1	1	82223.4	90932.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	143
1962.093124745	1962.112751976	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.056132745	469	Spectrogram 1	1	59682.4	80430.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	144
1962.072386538	1962.098309297	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.035394538	470	Spectrogram 1	1	45082	58401.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	145
1962.287175107	1962.305691363	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.250183107	471	Spectrogram 1	1	53022.5	71977.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	146
1962.502147959	1962.524367466	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.465155959	472	Spectrogram 1	1	53022.5	78125	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	147
1962.526959742	1962.56584388	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.489967742	473	Spectrogram 1	1	39959	82479.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	148
1962.768782044	1962.808036507	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.731790044	474	Spectrogram 1	1	42008.2	61731.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	149
1962.50362926	1962.514739013	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	92.46663726	475	Spectrogram 1	1	39959	49180.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	150
1963.187706024	1963.208814556	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	93.150714024	476	Spectrogram 1	1	64549.2	79405.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	153
1963.902431268	1963.912800371	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	93.865439268	477	Spectrogram 1	1	59170.1	67366.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	154
1963.911319071	1963.926872726	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	93.874327071	478	Spectrogram 1	1	47643.4	62756.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	155
1964.280965374	1964.300592606	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	94.243973374	479	Spectrogram 1	1	48155.7	58401.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	156
1964.289112527	1964.309110083	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	94.252120527	480	Spectrogram 1	1	58657.8	78893.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	157
1964.477533691	1964.492717021	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	94.440541691	481	Spectrogram 1	1	60194.7	76844.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	158
1964.456425159	1964.482347917	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	94.419433159	482	Spectrogram 1	1	45082	55327.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	159
1964.688989333	1964.724540545	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	94.651997333	483	Spectrogram 1	1	48411.9	61219.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	160
1965.915158479	1965.933674734	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	95.878166479	484	Spectrogram 1	1	54815.6	74282.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	161
1966.181891798	1966.218553985	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	96.144899798	485	Spectrogram 1	1	46618.9	56864.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	162
1968.71618366	1968.739514142	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	98.67919166	486	Spectrogram 1	1	42008.2	52766.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	163
1968.736181216	1968.743587718	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	98.699189216	487	Spectrogram 1	1	59170.1	72745.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	164
1968.872361357	1968.894951189	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	98.835369357	488	Spectrogram 1	1	39702.9	53791	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	165
1969.37063367	1969.406555206	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	99.33364167	489	Spectrogram 1	1	52254.1	73770.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	166
1969.599075128	1969.635366989	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	99.562083128	490	Spectrogram 1	1	42520.5	56864.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	167
1969.774609234	1969.791644189	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	99.737617234	491	Spectrogram 1	1	42520.5	54559.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	168
1970.138364638	1970.173175199	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	100.101372638	492	Spectrogram 1	1	44313.5	53278.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	169
1970.713429201	1970.742314561	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	100.676437201	493	Spectrogram 1	1	46618.9	56864.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	170
1970.826008037	1970.845635269	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	100.789016037	494	Spectrogram 1	1	44313.5	53791	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	171
1971.350858064	1971.374558872	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	101.313866064	495	Spectrogram 1	1	45850.4	56608.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	172
1971.373447897	1971.379373098	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	101.336455897	496	Spectrogram 1	1	63268.4	78125	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	173
1971.494914535	1971.513430791	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	101.457922535	497	Spectrogram 1	1	45850.4	60707	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	174
1971.727095898	1971.753018657	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	101.690103898	498	Spectrogram 1	1	50461.1	59938.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	175
1972.071498259	1972.089644189	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.034506259	499	Spectrogram 1	1	44569.7	61731.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	176
1972.312702836	1972.327515841	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.275710836	500	Spectrogram 1	1	53022.5	61219.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	177
1972.434910125	1972.452685731	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.397918125	501	Spectrogram 1	1	44569.7	54815.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	178
1972.44898248	1972.481200765	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.41199048	502	Spectrogram 1	1	57120.9	73770.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	179
1972.601186103	1972.614147482	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.564194103	503	Spectrogram 1	1	44825.8	54815.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	180
1972.964509732	1972.987469889	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	102.927517732	504	Spectrogram 1	1	53534.8	67879.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	181
1973.180779601	1973.231514142	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	103.143787601	505	Spectrogram 1	1	39959	65317.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	182
1973.349647855	1973.368904761	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	103.312655855	506	Spectrogram 1	1	45338.1	60450.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	183
1973.478323958	1973.50091379	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	103.441331958	507	Spectrogram 1	1	44825.8	55840.2	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	184
1973.933180471	1973.9468825	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	103.896188471	508	Spectrogram 1	1	47387.3	58401.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	185
1974.050943859	1974.07057109	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	104.013951859	509	Spectrogram 1	1	50461.1	64805.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	186
1974.500925532	1974.535736093	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	104.463933532	510	Spectrogram 1	1	47387.3	60707	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	187
1974.916417828	1974.937156035	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	104.879425828	511	Spectrogram 1	1	44057.4	58657.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	188
1975.871842658	1975.902579643	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	105.834850658	512	Spectrogram 1	1	46875	59170.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	189
1976.150697472	1976.180693806	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	106.113705472	513	Spectrogram 1	1	51741.8	63524.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	190
1979.247895463	1979.273818222	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	109.210903463	514	Spectrogram 1	1	42008.2	54815.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	191
1979.584817	1979.612591384	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	109.547825	515	Spectrogram 1	1	43288.9	60194.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	192
1980.023292668	1980.05958453	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	109.986300668	516	Spectrogram 1	1	37397.5	52766.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	193
1980.185124745	1980.213639779	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	110.148132745	517	Spectrogram 1	1	41752	53791	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	194
1980.488926366	1980.507442622	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	110.451934366	518	Spectrogram 1	1	42520.5	52510.2	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	195
1981.006640884	1981.020342914	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	110.969648884	519	Spectrogram 1	1	57889.3	74026.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	196
1980.998864057	1981.011455111	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	110.961872057	520	Spectrogram 1	1	37397.5	50204.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	197
1981.186618892	1981.2132823	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	111.149626892	521	Spectrogram 1	1	39190.6	51741.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	198
1981.371422716	1981.405122301	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	111.334430716	522	Spectrogram 1	1	46362.7	60194.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	199
1981.398456449	1981.407714577	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	111.361464449	523	Spectrogram 1	1	62756.1	78381.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	200
1981.985124745	1982.027712134	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	111.948132745	524	Spectrogram 1	1	47899.6	65829.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	201
1982.154733649	1982.259535658	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	112.117741649	525	Spectrogram 1	1	54559.4	98000	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	202
1983.376409753	1983.394185358	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	113.339417753	526	Spectrogram 1	1	43545.1	56608.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	203
1983.893001552	1983.929663738	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	113.856009552	527	Spectrogram 1	1	43801.2	59938.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	204
1987.85151292	1987.860400723	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	117.81452092	528	Spectrogram 1	1	67110.7	80430.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	205
2008.496938971	2008.52360238	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	138.459946971	529	Spectrogram 1	1	44825.8	56096.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	206
2008.956400426	2008.968621155	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	138.919408426	530	Spectrogram 1	1	48924.2	59938.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	207
2011.658930419	2011.685223502	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	141.621938419	531	Spectrogram 1	1	47643.4	63268.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	208
2011.894964152	2011.906444231	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	141.857972152	532	Spectrogram 1	1	49692.6	62500	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	209
2012.454054834	2012.471460115	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	142.417062834	533	Spectrogram 1	1	53278.7	68647.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	210
2015.774854399	2015.783371877	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	145.737862399	534	Spectrogram 1	1	60450.8	70696.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	211
2016.020786932	2016.038562537	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	145.983794932	535	Spectrogram 1	1	56352.5	70440.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	212
2020.663386538	2020.707825552	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	150.626394538	536	Spectrogram 1	1	56608.6	70952.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	214
2022.45390646	2022.482051169	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	152.41691446	537	Spectrogram 1	1	50204.9	60963.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	215
2022.868078793	2022.880299522	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	152.831086793	538	Spectrogram 1	1	61987.7	73258.2	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	216
2023.356684509	2023.372978814	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	153.319692509	539	Spectrogram 1	1	57377	73002	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	217
2026.638488961	2026.66515237	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	156.601496961	540	Spectrogram 1	1	57889.3	73770.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	218
2033.844710912	2033.879151148	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	163.807718912	541	Spectrogram 1	1	46875	60963.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	219
2034.287631226	2034.309850733	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	164.250639226	542	Spectrogram 1	1	46106.6	56096.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	220
2037.408578421	2037.417466224	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	167.371586421	543	Spectrogram 1	1	39702.9	50461.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	221
2037.820416607	2037.829674734	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	167.783424607	544	Spectrogram 1	1	58145.5	65573.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	222
2039.878188547	2039.886335699	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	169.841196547	545	Spectrogram 1	1	87090.2	98000	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	223
2039.857820665	2039.868560094	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	169.820828665	546	Spectrogram 1	1	70952.9	92725.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	224
2039.865227168	2039.878929197	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	169.828235168	547	Spectrogram 1	1	59426.2	74795.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	225
2042.757437377	2042.770028431	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	172.720445377	548	Spectrogram 1	1	51741.8	58657.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	226
2044.648710912	2044.65945034	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	174.611718912	549	Spectrogram 1	1	40727.5	51998	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	227
2044.929193434	2044.956597493	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	174.892201434	550	Spectrogram 1	1	61987.7	85809.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	228
2045.116577944	2045.162498259	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	175.079585944	551	Spectrogram 1	1	45594.3	71721.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	229
2045.549081237	2045.565005217	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	175.512089237	552	Spectrogram 1	1	46618.9	61219.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	230
2045.680916979	2045.700173885	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	175.643924979	553	Spectrogram 1	1	68903.7	79918	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	231
2045.696100309	2045.706099087	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	175.659108309	554	Spectrogram 1	1	48411.9	61475.4	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	232
2046.325552763	2046.358511698	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	176.288560763	555	Spectrogram 1	1	61219.3	71977.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	233
2046.313702359	2046.328515364	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	176.276710359	556	Spectrogram 1	1	43545.1	53022.5	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	234
2046.497606045	2046.539082459	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	176.460614045	557	Spectrogram 1	1	47387.3	60450.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	235
2046.922305631	2046.942673513	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	176.885313631	558	Spectrogram 1	1	61731.6	77612.7	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	236
2048.293273119	2048.305864173	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	178.256281119	559	Spectrogram 1	1	87858.6	98000	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	237
2048.270683287	2048.289199543	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	178.233691287	560	Spectrogram 1	1	70184.4	91700.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	238
2048.285125967	2048.293643444	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	178.248133967	561	Spectrogram 1	1	61219.3	73002	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	239
2048.99055765	2049.02092431	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	178.95356565	562	Spectrogram 1	1	68135.2	96567.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	240
2051.097962931	2051.118701137	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	181.060970931	563	Spectrogram 1	1	48411.9	63012.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	241
2058.432131243	2058.438056445	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	188.395139243	564	Spectrogram 1	1	25870.9	32786.9	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	243
2058.967720686	2058.989940193	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	188.930728686	565	Spectrogram 1	1	56352.5	67879.1	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	244
2060.217417828	2060.230008882	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	190.180425828	566	Spectrogram 1	1	22028.7	28176.2	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	245
2061.367818222	2061.37855765	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	191.330826222	567	Spectrogram 1	1	63780.7	76075.8	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	246
2061.691187325	2061.731552763	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	191.654195325	568	Spectrogram 1	1	67879.1	79149.6	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	247
2061.950301966	2061.977335699	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	191.913309966	569	Spectrogram 1	1	55071.7	64805.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	248
2062.860264567	2062.896556428	TH-09.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-09.wav	192.823272567	570	Spectrogram 1	1	50461.1	63012.3	TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt	249
