Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	org.sound.files	split.sels	peak.freq	duration	SNR
2820.217085	2820.230005	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	49.0391	3623	Spectrogram 1	1	65748.4	80301.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.1953125	0.0129199999974006	-1.23832532671515
2820.343685	2820.386015	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	49.1657	3624	Spectrogram 1	1	44438.7	64708.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.7578125	0.0423300000001987	1.35322418166255
2821.029285	2821.043825	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	49.8513	3625	Spectrogram 1	1	52754.7	61850.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.0145400000001956	-0.207255836299205
2821.038985	2821.055135	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	49.861	3626	Spectrogram 1	1	70426.2	80821.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.5859375	0.0161499999995058	0.944827664356209
2821.459385	2821.489755	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	50.2814	3627	Spectrogram 1	1	46257.8	58731.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.6171875	0.0303700000004028	6.05040354699346
2821.486185	2821.500725	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	50.3082000000001	3628	Spectrogram 1	1	66008.3	79262	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	74.8046875	0.0145400000001032	-2.09592341798189
2821.522385	2821.530465	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	50.3444	3629	Spectrogram 1	1	63929.3	79262	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.1953125	0.00807999999960174	5.00328799636749
2822.220185	2822.258625	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.0422	3630	Spectrogram 1	1	46777.5	55613.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.1484375	0.0384400000002003	3.2347185934154
2822.543285	2822.571395	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.3653	3631	Spectrogram 1	1	46257.8	58471.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.4453125	0.0281099999993017	0.272285894296548
2822.570185	2822.579235	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.3922	3632	Spectrogram 1	1	64968.8	78222.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	74.4140625	0.00904999999689693	4.32950364125642
2822.718085	2822.749095	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.5401000000001	3633	Spectrogram 1	1	45218.3	60291.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.0310099999986946	2.85486031134633
2822.747485	2822.777205	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.5694999999999	3634	Spectrogram 1	1	63409.6	77702.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	70.8984375	0.0297199999987043	-0.750055363486043
2823.045685	2823.056995	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	51.8677	3635	Spectrogram 1	1	46777.5	56912.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.0113100000016999	3.15287274074664
2823.215685	2823.241205	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.0377	3636	Spectrogram 1	1	48336.8	55353.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.3671875	0.0255199999991973	4.03757422335352
2823.487685	2823.529365	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.3097	3637	Spectrogram 1	1	41580	60550.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.7578125	0.0416799999985003	4.77872343959885
2823.522985	2823.551095	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.345	3638	Spectrogram 1	1	65488.6	78222.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	72.4609375	0.0281099999993017	-0.317613819719825
2823.790785	2823.844415	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.6128	3639	Spectrogram 1	1	48336.8	57432.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.1484375	0.053630000002201	8.31980687366239
2823.972985	2824.042445	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.795	3640	Spectrogram 1	1	46517.7	54833.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	49.8046875	0.0694599999987986	5.75010102232876
2824.146885	2824.163355	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.9689	3641	Spectrogram 1	1	46257.8	55873.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.7578125	0.0164700000023004	0.352428923419392
2824.162385	2824.171425	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	52.9844000000001	3642	Spectrogram 1	1	62629.9	74064.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	70.8984375	0.00904000000080174	0.756531971469172
2824.192385	2824.225345	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	53.0144	3643	Spectrogram 1	1	68087.3	77183	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.9765625	0.0329600000005001	2.65943941143453
2824.338385	2824.387815	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	53.1604	3644	Spectrogram 1	1	48856.5	60291.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.0494299999990986	3.94753866852919
2824.485485	2824.500025	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	53.3075	3645	Spectrogram 1	1	46777.5	59771.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.9296875	0.0145400000001032	1.47406953831027
2825.424985	2825.436615	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	54.247	3646	Spectrogram 1	1	49116.4	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.0546875	0.0116300000007996	1.22858181458187
2825.571985	2825.601395	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	54.394	3647	Spectrogram 1	1	50415.8	60031.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.2265625	0.0294099999992028	2.49956300408511
2825.810085	2825.822685	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	54.6321	3648	Spectrogram 1	1	52234.9	60810.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.6171875	0.0126000000018962	2.49228741229676
2825.934885	2825.985935	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	54.7569	3649	Spectrogram 1	1	49116.4	58212.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	53.3203125	0.0510500000018013	0.0841817120519172
2826.352885	2826.385185	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	55.1749	3650	Spectrogram 1	1	49116.4	56652.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	53.7109375	0.032299999998898	0.506706334994108
2826.214285	2826.225595	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	55.0363	3651	Spectrogram 1	1	55093.6	63409.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	62.3046875	0.0113100000016999	1.19497355419445
2828.970585	2828.984155	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	57.7926	3652	Spectrogram 1	1	52234.9	61070.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.6171875	0.0135699999991985	1.39587953984765
2830.180585	2830.192215	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	59.0026	3653	Spectrogram 1	1	69386.7	77962.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	74.8046875	0.0116300000008991	2.46094917439761
2830.626485	2830.640055	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	59.4485	3654	Spectrogram 1	1	50155.9	55613.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.013569999999099	0.0539671158549735
2832.227885	2832.256315	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	61.0499	3655	Spectrogram 1	1	47037.4	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.0284299999985009	1.62549430549851
2834.864585	2834.884615	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	63.6866	3656	Spectrogram 1	1	47297.3	54833.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.0200299999997	1.84740658650144
2835.200285	2835.234205	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	64.0223	3657	Spectrogram 1	1	51715.2	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.4453125	0.0339200000016007	2.23023275606106
2835.866585	2835.884355	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	64.6886	3658	Spectrogram 1	1	46517.7	56392.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.7578125	0.0177699999985066	1.49967450015589
2836.206785	2836.235215	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	65.0288	3659	Spectrogram 1	1	47817	59771.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.9296875	0.0284300000022029	3.40364471757175
2836.356985	2836.397695	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	65.179	3660	Spectrogram 1	1	52234.9	67827.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.0407100000010985	3.81313171840569
2836.814485	2836.833545	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	65.6365	3661	Spectrogram 1	1	45997.9	54573.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.9296875	0.0190599999987029	1.74018559060211
2838.259085	2838.302055	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	67.0811	3662	Spectrogram 1	1	45478.2	54054.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	50.5859375	0.0429700000021995	2.5919939198922
2838.450285	2838.461265	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	67.2723	3663	Spectrogram 1	1	69646.6	75883.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	74.0234375	0.010979999999094	2.60334277796684
2838.442885	2838.455495	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	67.2649	3664	Spectrogram 1	1	46517.7	56912.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.1484375	0.0126099999980056	2.82616522721148
2839.079385	2839.111045	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	67.9014	3665	Spectrogram 1	1	44958.4	56912.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	50.1953125	0.0316600000004996	2.00718615100557
2839.282985	2839.296875	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	68.105	3666	Spectrogram 1	1	49376.3	56912.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	54.1015625	0.013890000001993	1.40752030975886
2839.893585	2839.911675	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	68.7156	3667	Spectrogram 1	1	46777.5	57432.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.3671875	0.0180900000014077	2.34520873778933
2840.828585	2840.852815	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	69.6506000000001	3668	Spectrogram 1	1	48856.5	55613.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.9296875	0.0242299999990081	0.780647932173946
2842.071585	2842.135555	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	70.8936	3669	Spectrogram 1	1	49896	60031.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	55.2734375	0.0639700000028967	4.48638175016899
2842.473485	2842.531965	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	71.2954999999999	3670	Spectrogram 1	1	50935.6	69906.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	60.7421875	0.0584799999996903	11.9285106141354
2842.961085	2843.009555	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	71.7831	3671	Spectrogram 1	1	51715.2	69906.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.6171875	0.048470000001501	10.5978627404547
2843.836985	2843.858955	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	72.659	3672	Spectrogram 1	1	50155.9	63669.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.6171875	0.0219700000015877	8.72099749538317
2844.608185	2844.619815	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	73.4302	3673	Spectrogram 1	1	45997.9	55613.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.3671875	0.0116300000009062	2.82517875678204
2844.618885	2844.656365	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	73.4409000000001	3674	Spectrogram 1	1	64968.8	81081.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.5859375	0.0374799999990074	-1.32941242362087
2845.363885	2845.403305	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	74.1858999999999	3675	Spectrogram 1	1	47817	62110.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	53.3203125	0.0394200000010017	2.99084223941197
2845.656285	2845.690855	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	74.4783	3676	Spectrogram 1	1	45738	58731.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	50.9765625	0.0345700000033986	3.57311879419191
2846.921185	2846.939275	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	75.7432	3677	Spectrogram 1	1	43139.3	59251.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.1484375	0.0180900000013935	1.65263712174666
2847.422285	2847.450715	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	76.2443	3678	Spectrogram 1	1	49636.2	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	53.3203125	0.0284299999984086	-0.214250747874604
2847.704085	2847.714745	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	76.5261	3679	Spectrogram 1	1	46777.5	58991.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	54.1015625	0.0106600000000014	1.63822751528984
2848.045585	2848.084355	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	76.8676	3680	Spectrogram 1	1	51195.4	61070.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	54.4921875	0.0387699999992037	0.368424577078956
2848.640685	2848.663945	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	77.4627	3681	Spectrogram 1	1	48856.5	67827.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	58.0078125	0.0232600000017982	2.84188776897194
2848.750285	2848.782595	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	77.5723	3682	Spectrogram 1	1	48856.5	63409.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	58.0078125	0.032310000002397	1.21096452995217
2849.864585	2849.933075	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	78.6866	3683	Spectrogram 1	1	47297.3	64708.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.0684900000015034	1.4996979979518
2850.854885	2850.878475	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	79.6769	3684	Spectrogram 1	1	51195.4	66787.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	58.0078125	0.0235899999970997	1.76967466627771
2850.879785	2850.886895	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	79.7018	3685	Spectrogram 1	1	76143.5	85758.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	82.2265625	0.00711000000229944	0.935741520623689
2850.996385	2851.023195	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	79.8184	3686	Spectrogram 1	1	49896	68607.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	64.2578125	0.0268099999994007	1.97438077450169
2851.526885	2851.540775	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	80.3489	3687	Spectrogram 1	1	52754.7	62629.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	58.3984375	0.0138899999982982	0.897485924954374
2851.536285	2851.543725	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	80.3583	3688	Spectrogram 1	1	71465.7	81341	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	77.9296875	0.00744000000119627	0.932279792531589
2851.743685	2851.768565	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	80.5657	3689	Spectrogram 1	1	49636.2	62370.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	59.5703125	0.0248800000007918	1.97212420425064
2852.814785	2852.829645	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	81.6368	3690	Spectrogram 1	1	55353.4	66528.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	61.5234375	0.0148599999993024	0.823565296536764
2852.828985	2852.836425	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	81.651	3691	Spectrogram 1	1	71725.6	84719.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	76.7578125	0.00743999999750145	0.651417427929861
2852.950785	2852.973075	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	81.7728	3692	Spectrogram 1	1	49376.3	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.022290000000794	0.411550406326683
2853.083285	2853.118505	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	81.9053	3693	Spectrogram 1	1	52234.9	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.4453125	0.0352199999979064	3.41808309731812
2853.347585	2853.422215	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	82.1695999999999	3694	Spectrogram 1	1	46257.8	57952.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.9296875	0.0746299999992033	4.04656278157118
2853.525885	2853.541065	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	82.3479	3695	Spectrogram 1	1	48596.7	56392.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	54.1015625	0.0151799999985087	2.31671384873519
2853.646385	2853.681925	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	82.4684	3696	Spectrogram 1	1	49896	61070.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.2265625	0.0355400000006938	1.33939206924179
2853.776285	2853.813435	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	82.5983	3697	Spectrogram 1	1	46257.8	59511.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	53.3203125	0.0371500000001106	4.39556701289146
2854.604685	2854.613405	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	83.4267	3698	Spectrogram 1	1	69126.8	80301.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.9765625	0.00872000000160256	2.31136610902717
2856.480585	2856.493835	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	85.3026	3699	Spectrogram 1	1	46517.7	54313.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	51.3671875	0.0132499999999993	2.3353259995478
2856.605585	2856.644685	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	85.4276	3700	Spectrogram 1	1	47817	60031.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	55.2734375	0.0391000000017954	1.60535508163856
2858.311185	2858.361265	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	87.1332	3701	Spectrogram 1	1	48336.8	57952.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.0500800000009036	1.17705828527226
2858.990685	2859.019115	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	87.8126999999999	3702	Spectrogram 1	1	46257.8	57952.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.1484375	0.028429999998508	1.54205258967725
2859.016485	2859.025215	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	87.8385	3703	Spectrogram 1	1	66787.9	78222.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	74.4140625	0.00872999999769775	2.2914711379217
2859.307285	2859.388055	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	88.1292999999999	3704	Spectrogram 1	1	48076.9	52754.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	50.5859375	0.0807700000004985	1.8927028219226
2859.479185	2859.500825	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	88.3012	3705	Spectrogram 1	1	47037.4	62889.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	56.8359375	0.0216399999990102	0.123234786929457
2859.498885	2859.513105	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	88.3209000000001	3706	Spectrogram 1	1	65748.4	83939.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	75.1953125	0.0142200000009041	0.689185214714556
2861.395785	2861.452315	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	90.2178	3707	Spectrogram 1	1	51975.1	58991.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	55.6640625	0.0565299999980056	1.54577807216879
2862.380285	2862.411625	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	91.2023	3708	Spectrogram 1	1	48596.7	57432.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	52.5390625	0.031340000001407	0.607420186037591
2862.880385	2862.975695	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	91.7024	3709	Spectrogram 1	1	45997.9	55873.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	50.5859375	0.0953099999969993	2.34184122366793
2863.094285	2863.111405	T0000003-4.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000003-4.wav	91.9163	3710	Spectrogram 1	1	49636.2	58991.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	57.2265625	0.0171200000003893	1.29811244718289
