Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	org.sound.files	split.sels	old.selec
3319.233085	3319.284845	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	548.0551	1565	Spectrogram 1	1	46536.8	70887.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2992
3320.726585	3320.788975	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	549.5486	1566	Spectrogram 1	1	43560.6	57359.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2993
3321.188985	3321.225695	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	550.011	1567	Spectrogram 1	1	47619	60876.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2994
3321.489985	3321.505775	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	550.312	1568	Spectrogram 1	1	42748.9	55465.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2995
3321.738085	3321.788735	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	550.5601	1569	Spectrogram 1	1	43290	61147.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2996
3322.020385	3322.037645	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	550.8424	1570	Spectrogram 1	1	44913.4	53842	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2997
3322.382985	3322.399505	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	551.205	1571	Spectrogram 1	1	44372.3	55194.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2998
3322.857185	3322.921055	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	551.6792	1572	Spectrogram 1	1	41396.1	53571.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	2999
3323.033385	3323.049175	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	551.8554	1573	Spectrogram 1	1	48430.7	58982.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3000
3323.043285	3323.070815	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	551.8653	1574	Spectrogram 1	1	63852.8	78192.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3001
3323.299885	3323.322275	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	552.1219	1575	Spectrogram 1	1	46536.8	60064.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3002
3323.317885	3323.350915	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	552.1399	1576	Spectrogram 1	1	66558.4	79274.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3003
3324.217485	3324.263735	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	553.0395	1577	Spectrogram 1	1	46266.2	59523.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3004
3324.589285	3324.599565	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	553.4113	1578	Spectrogram 1	1	47889.6	59523.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3005
3324.620085	3324.637335	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	553.4421	1579	Spectrogram 1	1	69805.2	79545.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3006
3324.848085	3324.878925	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	553.6701	1580	Spectrogram 1	1	48430.7	61147.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3007
3325.370685	3325.397105	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	554.1927	1581	Spectrogram 1	1	42207.8	52489.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3008
3325.331785	3325.353805	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	554.1538	1582	Spectrogram 1	1	42207.8	54383.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3009
3325.782485	3325.815885	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	554.6045	1583	Spectrogram 1	1	38149.4	54653.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3010
3326.346285	3326.399135	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	555.1683	1584	Spectrogram 1	1	46536.8	61958.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3011
3337.079985	3337.124395	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	565.902	1585	Spectrogram 1	1	32197	43831.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3012
3337.699485	3337.738765	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	566.5215	1586	Spectrogram 1	1	40855	54383.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3013
3338.040885	3338.086395	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	566.8629	1587	Spectrogram 1	1	42748.9	53842	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3014
3339.283985	3339.321425	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	568.106	1588	Spectrogram 1	1	44372.3	53571.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3015
3339.743885	3339.760765	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	568.5659	1589	Spectrogram 1	1	41396.1	52489.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3016
3341.662785	3341.692885	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	570.4848	1590	Spectrogram 1	1	35443.7	51948.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3017
3342.397285	3342.423345	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	571.2193	1591	Spectrogram 1	1	45184	53300.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3018
3342.412985	3342.424735	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	571.235	1592	Spectrogram 1	1	63582.3	71969.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3019
3345.735085	3345.752335	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	574.5571	1593	Spectrogram 1	1	45454.5	53842	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3020
3350.751785	3350.817115	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	579.5738	1594	Spectrogram 1	1	31385.3	46266.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3021
3352.611185	3352.657805	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	581.4332	1595	Spectrogram 1	1	36796.5	48701.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3022
3354.192385	3354.225415	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	583.0144	1596	Spectrogram 1	1	37878.8	53030.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3023
3355.639585	3355.683995	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	584.4616	1597	Spectrogram 1	1	44642.9	57629.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3024
3355.668585	3355.706385	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	584.4906	1598	Spectrogram 1	1	63852.8	79274.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3025
3357.787185	3357.808105	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	586.6092	1599	Spectrogram 1	1	40584.4	51406.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3026
3359.055985	3359.096365	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	587.878	1600	Spectrogram 1	1	33008.7	43560.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3027
3359.071485	3359.094975	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	587.8935	1601	Spectrogram 1	1	48430.7	58712.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3028
3359.437385	3359.490975	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	588.2594	1602	Spectrogram 1	1	39502.2	55735.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3029
3359.739785	3359.801085	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	588.5618	1603	Spectrogram 1	1	40584.4	54383.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3030
3360.139885	3360.192365	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	588.9619	1604	Spectrogram 1	1	37067.1	50865.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3031
3360.172185	3360.181725	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	588.9942	1605	Spectrogram 1	1	54653.7	64935.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3032
3363.451285	3363.489095	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	592.2733	1606	Spectrogram 1	1	42478.4	57900.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3033
3363.484385	3363.498335	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	592.3064	1607	Spectrogram 1	1	64393.9	74945.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3034
3363.704185	3363.727305	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	592.5262	1608	Spectrogram 1	1	41937.2	51677.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3035
3364.662185	3364.699995	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	593.4842	1609	Spectrogram 1	1	45995.7	57359.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3036
3365.431485	3365.466355	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	594.2535	1610	Spectrogram 1	1	43560.6	53842	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3037
3365.456085	3365.469665	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	594.2781	1611	Spectrogram 1	1	66017.3	71699.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3038
3366.034185	3366.061345	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	594.8562	1612	Spectrogram 1	1	35443.7	49242.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3039
3368.151285	3368.204145	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	596.9733	1613	Spectrogram 1	1	35173.2	51406.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3040
3370.019785	3370.070065	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	598.8418	1614	Spectrogram 1	1	39231.6	48971.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3041
3370.497685	3370.535125	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	599.3197	1615	Spectrogram 1	1	42478.4	55194.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3042
3370.818885	3370.943685	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	599.6409	1616	Spectrogram 1	1	42478.4	55194.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3043
3371.039085	3371.070645	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	599.8611	1617	Spectrogram 1	1	45184	60876.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3044
3371.062185	3371.093755	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	599.8842	1618	Spectrogram 1	1	66287.9	82521.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3045
3371.409085	3371.435875	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	600.2311	1619	Spectrogram 1	1	44101.7	56277.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3046
3371.708185	3371.743415	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	600.5302	1620	Spectrogram 1	1	49783.5	58712.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3047
3371.709185	3371.739715	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	600.5312	1621	Spectrogram 1	1	48160.2	59523.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3048
3372.818185	3372.837495	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	601.6402	1622	Spectrogram 1	1	48430.7	60335.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3049
3372.693285	3372.705435	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	601.5153	1623	Spectrogram 1	1	48430.7	56818.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3050
3378.947885	3378.978715	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	607.7699	1624	Spectrogram 1	1	30844.2	47348.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3051
3379.990685	3380.029305	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	608.8127	1625	Spectrogram 1	1	38961	53030.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3052
3380.623885	3380.652225	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	609.4459	1626	Spectrogram 1	1	40584.4	53030.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3053
3381.268885	3381.346435	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	610.0909	1627	Spectrogram 1	1	40584.4	56006.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3054
3382.081485	3382.109195	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	610.9035	1628	Spectrogram 1	1	44101.7	55465.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3055
3382.741785	3382.748945	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	611.5638	1629	Spectrogram 1	1	69264.1	81439.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3056
3382.761385	3382.771345	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	611.5834	1630	Spectrogram 1	1	65205.6	81439.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3057
3383.385485	3383.424725	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	612.2075	1631	Spectrogram 1	1	47077.9	63041.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3058
3383.422885	3383.450295	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	612.2449	1632	Spectrogram 1	1	64393.9	80086.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3059
3384.347885	3384.358475	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.1699	1633	Spectrogram 1	1	65205.6	76298.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3060
3384.336085	3384.349475	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.1581	1634	Spectrogram 1	1	46536.8	59523.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3061
3384.554085	3384.574325	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.3761	1635	Spectrogram 1	1	45725.1	58712.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3062
3384.594585	3384.601445	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.4166	1636	Spectrogram 1	1	63582.3	76028.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3063
3384.724785	3384.746595	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.5468	1637	Spectrogram 1	1	47077.9	54653.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3064
3385.137485	3385.157415	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	613.9595	1638	Spectrogram 1	1	47077.9	56006.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3065
3385.196885	3385.203735	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	614.0189	1639	Spectrogram 1	1	68993.5	80086.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3066
3385.328085	3385.372935	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	614.1501	1640	Spectrogram 1	1	47619	59253.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3067
3385.495885	3385.532945	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	614.3179	1641	Spectrogram 1	1	46536.8	58982.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3068
3387.272485	3387.283705	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	616.0945	1642	Spectrogram 1	1	46266.2	56547.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3069
3387.704785	3387.717555	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	616.5268	1643	Spectrogram 1	1	64393.9	76028.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3070
3387.690085	3387.708455	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	616.5121	1644	Spectrogram 1	1	45725.1	57359.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3071
3388.213085	3388.226165	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	617.0351	1645	Spectrogram 1	1	65746.8	78463.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3072
3388.243285	3388.272865	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	617.0653	1646	Spectrogram 1	1	67099.6	81980.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3073
3388.202185	3388.216825	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	617.0242	1647	Spectrogram 1	1	47889.6	59253.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3074
3388.361285	3388.406445	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	617.1833	1648	Spectrogram 1	1	45184	60876.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3075
3389.784685	3389.838875	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	618.6067	1649	Spectrogram 1	1	45454.5	56547.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3076
3390.805285	3390.817115	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	619.6273	1650	Spectrogram 1	1	68722.9	75757.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3077
3391.010885	3391.039545	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	619.8329	1651	Spectrogram 1	1	45995.7	56547.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3078
3392.224285	3392.287505	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	621.0463	1652	Spectrogram 1	1	47889.6	58171	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3079
3392.629485	3392.641005	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	621.4515	1653	Spectrogram 1	1	52489.2	59794.4	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3080
3393.938785	3394.009175	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	622.7608	1654	Spectrogram 1	1	50865.8	59523.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3081
3394.993985	3395.009875	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	623.816	1655	Spectrogram 1	1	44913.4	54924.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3082
3395.184285	3395.216365	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	624.0063	1656	Spectrogram 1	1	45454.5	58441.6	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3083
3395.478685	3395.491135	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	624.3007	1657	Spectrogram 1	1	47348.5	54924.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3084
3397.210985	3397.229365	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.033	1658	Spectrogram 1	1	44642.9	53842	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3085
3397.574985	3397.602705	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.397	1659	Spectrogram 1	1	47348.5	61417.7	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3086
3397.603385	3397.643875	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.4254	1660	Spectrogram 1	1	66558.4	78733.8	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3087
3397.752885	3397.817045	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.5749	1661	Spectrogram 1	1	47619	54924.2	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3088
3397.912385	3397.932005	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.7344	1662	Spectrogram 1	1	49513	61688.3	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3089
3398.097385	3398.146275	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	626.9194	1663	Spectrogram 1	1	46807.4	56277.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3090
3398.278285	3398.315035	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	627.1003	1664	Spectrogram 1	1	67911.3	82251.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3091
3398.252785	3398.280195	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	627.0748	1665	Spectrogram 1	1	51136.4	61958.9	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3092
3399.166585	3399.176865	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	627.9886	1666	Spectrogram 1	1	67370.1	77922.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3093
3399.131085	3399.167215	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	627.9531	1667	Spectrogram 1	1	47077.9	58712.1	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3094
3399.195885	3399.203355	T0000003-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003-1.wav	628.0179	1668	Spectrogram 1	1	67099.6	79545.5	fixed_pooled_manual_annotations_JE.txt	T0000003.WAV	NA	3095
