Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	type	subtype	selec.file
6976.81954393	6976.830072905	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2599.21135393	1351	Spectrogram 1	1	76855.1	85247.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6977.04381111	6977.068027754	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2599.43562111	1352	Spectrogram 1	1	57420.5	63162.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6978.479963395	6978.507338731	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2600.871773395	1353	Spectrogram 1	1	49470	56095.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6978.952714399	6979.020099843	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2601.344524399	1354	Spectrogram 1	1	45936.4	58745.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6979.104331648	6979.131706984	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2601.496141648	1355	Spectrogram 1	1	55653.7	71113.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6979.891899029	6979.920327263	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2602.283709029	1356	Spectrogram 1	1	53886.9	62720.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6981.814489846	6981.8344949	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2604.206299846	1357	Spectrogram 1	1	56537.1	67579.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6986.077671677	6986.126104965	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2608.469481677	1358	Spectrogram 1	1	50353.4	64929.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6987.308508931	6987.409587097	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2609.700318931	1359	Spectrogram 1	1	48144.9	63604.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6989.57118566	6989.619618948	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2611.96299566	1360	Spectrogram 1	1	57862.2	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6989.2089889	6989.219517875	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2611.6007989	1361	Spectrogram 1	1	74646.6	81713.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6989.832304121	6989.841780199	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2612.224114121	1362	Spectrogram 1	1	61395.8	68021.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6989.970233702	6989.975498189	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2612.362043702	1363	Spectrogram 1	1	69788	84805.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6989.94496416	6989.974445292	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2612.33677416	1364	Spectrogram 1	1	53445.2	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6990.548274462	6990.569332413	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2612.940084462	1365	Spectrogram 1	1	69788	84805.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6991.596960298	6991.635917508	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2613.988770298	1366	Spectrogram 1	1	66254.4	88780.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6992.335041354	6992.350834817	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2614.726851354	1367	Spectrogram 1	1	69788	80388.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6992.4445427	6992.472970934	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2614.8363527	1368	Spectrogram 1	1	55653.7	64929.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
6993.520604019	6993.572195999	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2615.912414019	1369	Spectrogram 1	1	58745.6	68904.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7000.2275611	7000.262306719	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2622.6193711	1370	Spectrogram 1	1	55653.7	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7000.583440475	7000.592916553	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2622.975250475	1371	Spectrogram 1	1	73763.3	84805.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7003.740027239	7003.7568736	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2626.131837239	1372	Spectrogram 1	1	54770.3	60954.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7003.755820702	7003.782143141	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2626.147630702	1373	Spectrogram 1	1	39752.7	42844.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7005.019297506	7005.063519204	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2627.411107506	1374	Spectrogram 1	1	49470	57862.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7005.400446423	7005.448879711	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2627.792256423	1375	Spectrogram 1	1	64487.6	84364	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7005.390970345	7005.405710911	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2627.782780345	1376	Spectrogram 1	1	47261.5	59629	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7005.52679413	7005.575227418	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2627.91860413	1377	Spectrogram 1	1	45936.4	61837.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7007.006115074	7007.05560126	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2629.397925074	1378	Spectrogram 1	1	55653.7	67579.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7006.868185494	7006.922936167	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2629.259995494	1379	Spectrogram 1	1	47261.5	62279.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7008.892907515	7008.972927729	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2631.284717515	1380	Spectrogram 1	1	49470	63604.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7011.794692928	7011.845232011	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2634.186502928	1381	Spectrogram 1	1	58303.9	67137.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7012.958144598	7013.002366296	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2635.349954598	1382	Spectrogram 1	1	55653.7	63604.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7014.431148157	7014.454311904	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2636.822958157	1383	Spectrogram 1	1	57862.2	68462.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7016.495880285	7016.537996187	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2638.887690285	1384	Spectrogram 1	1	56095.4	66254.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.211850632	7017.219220915	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2639.603660632	1385	Spectrogram 1	1	68462.9	80388.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.845694963	7017.875176095	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2640.237504963	1386	Spectrogram 1	1	70671.4	83038.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.5708887	7017.577206086	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2639.9626987	1387	Spectrogram 1	1	71554.8	83480.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.195004271	7017.21711512	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2639.586814271	1388	Spectrogram 1	1	49028.3	62279.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.968883844	7018.021528722	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2640.360693844	1389	Spectrogram 1	1	53886.9	58745.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7018.525866653	7018.584828917	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2640.917676653	1390	Spectrogram 1	1	51236.7	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7017.817266595	7017.84990642	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2640.209076595	1391	Spectrogram 1	1	49470	64045.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7018.815413348	7018.851211865	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2641.207223348	1392	Spectrogram 1	1	57862.2	62279.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7020.18102135	7020.202079301	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2642.57283135	1393	Spectrogram 1	1	63604.2	71554.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7020.659036708	7020.69694102	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2643.050846708	1394	Spectrogram 1	1	51236.7	60512.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7021.053873293	7021.0938834	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2643.445683293	1395	Spectrogram 1	1	53445.2	66696.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7022.187843972	7022.220483796	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2644.579653972	1396	Spectrogram 1	1	56095.4	70229.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7023.033320719	7023.06701344	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2645.425130719	1397	Spectrogram 1	1	48586.6	58745.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7023.218630689	7023.27022267	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2645.610440689	1398	Spectrogram 1	1	56537.1	66254.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7023.462902929	7023.495542754	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2645.854712929	1399	Spectrogram 1	1	57420.5	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7024.923271851	7024.935906622	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2647.315081851	1400	Spectrogram 1	1	68904.6	79947	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7025.06646592	7025.11384631	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2647.45827592	1401	Spectrogram 1	1	53003.5	66696.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7025.293891793	7025.330743207	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2647.685701793	1402	Spectrogram 1	1	53445.2	62720.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7026.308884773	7026.324678236	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2648.700694773	1403	Spectrogram 1	1	75530	82155.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7026.917459562	7026.981686313	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2649.309269562	1404	Spectrogram 1	1	57862.2	65371	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7027.18173685	7027.19016003	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2649.57354685	1405	Spectrogram 1	1	70671.4	83922.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7028.864267023	7028.914806106	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2651.256077023	1406	Spectrogram 1	1	56537.1	71554.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7030.976379547	7031.000596191	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2653.368189547	1407	Spectrogram 1	1	61837.5	67137.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7031.117467821	7031.159583723	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2653.509277821	1408	Spectrogram 1	1	55653.7	69346.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7032.565201972	7032.62627003	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2654.957011972	1409	Spectrogram 1	1	53445.2	69346.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7032.724189369	7032.757882091	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2655.115999369	1410	Spectrogram 1	1	53003.5	59629	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7032.994784042	7033.027423867	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2655.386594042	1411	Spectrogram 1	1	55653.7	64045.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7033.61283491	7033.632839964	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2656.00464491	1412	Spectrogram 1	1	46378.1	56537.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7033.79287747	7033.850786835	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2656.18468747	1413	Spectrogram 1	1	54770.3	71113.1	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7034.807870724	7034.848933729	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2657.199680724	1414	Spectrogram 1	1	56095.4	66254.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7035.924995041	7035.970269636	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2658.316805041	1415	Spectrogram 1	1	56095.4	65371	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7037.443273335	7037.476966057	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2659.835083335	1416	Spectrogram 1	1	55653.7	61837.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7038.478271503	7038.516175815	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2660.870081503	1417	Spectrogram 1	1	53445.2	65371	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7039.102635706	7039.130011043	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2661.494445706	1418	Spectrogram 1	1	51678.4	62279.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7039.125799453	7039.135275531	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2661.517609453	1419	Spectrogram 1	1	69788	82155.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7039.349013735	7039.379547765	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2661.740823735	1420	Spectrogram 1	1	48586.6	67137.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7039.565910633	7039.609079433	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2661.957720633	1421	Spectrogram 1	1	55653.7	74204.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.438762576	7040.459820527	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2662.830572576	1422	Spectrogram 1	1	67579.5	82155.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.431392293	7040.445079961	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2662.823202293	1423	Spectrogram 1	1	51678.4	61395.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7039.606973497	7039.643824912	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2661.998783497	1424	Spectrogram 1	1	75530	89664.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.558792758	7040.630389792	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2662.950602758	1425	Spectrogram 1	1	47703.2	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.73462665	7040.763054884	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2663.12643665	1426	Spectrogram 1	1	57420.5	68904.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.762001987	7040.770425167	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2663.153811987	1427	Spectrogram 1	1	77738.5	86130.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.98942786	7040.999956835	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2663.38123786	1428	Spectrogram 1	1	72879.9	84805.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7040.957840933	7040.98942786	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2663.349650933	1429	Spectrogram 1	1	53445.2	63162.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7042.717232768	7042.770930544	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2665.109042768	1430	Spectrogram 1	1	59629	71554.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7042.848844963	7042.894119558	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2665.240654963	1431	Spectrogram 1	1	53886.9	65371	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7044.91673579	7044.947269819	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2667.30854579	1432	Spectrogram 1	1	50353.4	62279.2	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7045.135738483	7045.185224668	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2667.527548483	1433	Spectrogram 1	1	47703.2	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7045.296831809	7045.307360785	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2667.688641809	1434	Spectrogram 1	1	70229.7	80830.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7045.410544465	7045.429496621	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2667.802354465	1435	Spectrogram 1	1	56537.1	61395.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7045.277879373	7045.297884426	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2667.669689373	1436	Spectrogram 1	1	49028.3	60512.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7045.620070946	7045.627441229	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2668.011880946	1437	Spectrogram 1	1	71554.8	80388.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7046.225487043	7046.26549715	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2668.617297043	1438	Spectrogram 1	1	54328.6	60070.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7046.987784742	7047.053064391	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2669.379594742	1439	Spectrogram 1	1	49911.7	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7046.875124704	7046.896182655	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2669.266934704	1440	Spectrogram 1	1	69346.3	85247.3	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7049.365227165	7049.41471335	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2671.757037165	1441	Spectrogram 1	1	56537.1	68904.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7049.489469084	7049.527373396	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2671.881279084	1442	Spectrogram 1	1	57420.5	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7050.302306	7050.332840029	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2672.694116	1443	Spectrogram 1	1	59187.3	67579.5	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7050.772951216	7050.782427294	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2673.164761216	1444	Spectrogram 1	1	77738.5	87455.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7050.763475137	7050.776109908	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2673.155285137	1445	Spectrogram 1	1	55212	64045.9	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7051.138306669	7051.15515303	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2673.530116669	1446	Spectrogram 1	1	67137.8	77296.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7051.462599124	7051.517349797	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2673.854409124	1447	Spectrogram 1	1	56095.4	66254.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7053.789502463	7053.810560415	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2676.181312463	1448	Spectrogram 1	1	55212	66254.4	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7055.838440988	7055.896350354	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2678.230250988	1449	Spectrogram 1	1	50795.1	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7055.560476032	7055.60890932	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2677.952286032	1450	Spectrogram 1	1	49470	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7056.798680146	7056.817632302	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2679.190490146	1451	Spectrogram 1	1	64487.6	81713.8	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7056.929239443	7056.976619833	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2679.321049443	1452	Spectrogram 1	1	50353.4	64487.6	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7056.767093219	7056.802891736	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2679.158903219	1453	Spectrogram 1	1	48144.9	65812.7	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
7057.450423735	7057.492539638	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	2679.842233735	1454	Spectrogram 1	1	56095.4	65371	NA	NA	A_AMPH_15-45_estres_parte2_Audio T0000011.txt
