"selec","View","Channel","start","end","bottom.freq","top.freq","selec.file","sound.files","peak.freq"
468,"Spectrogram 1",1,191.872981753,191.907758865,36.8304,44.6429,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",40.0390625
469,"Spectrogram 1",1,193.856192854,193.873581409,36.4583,47.619,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",40.8203125
470,"Spectrogram 1",1,194.66693186,194.711052076,36.0863,48.3631,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",41.2109375
471,"Spectrogram 1",1,199.752219299,199.794782331,31.994,52.0833,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",39.2578125
472,"Spectrogram 1",1,207.56693186,207.595220705,63.244,78.869,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",70.5078125
473,"Spectrogram 1",1,209.818837997,209.855950884,39.0625,53.9435,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",44.3359375
474,"Spectrogram 1",1,212.717540343,212.755431823,33.8542,48.7351,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",40.8203125
475,"Spectrogram 1",1,213.414327819,213.428602007,28.6458,37.5744,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",33.0078125
476,"Spectrogram 1",1,217.058805722,217.076194278,63.244,74.4048,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",67.7734375
477,"Spectrogram 1",1,217.571943631,217.589332186,37.9464,47.247,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",41.6015625
478,"Spectrogram 1",1,222.207758865,222.252917204,30.878,42.4107,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",37.6953125
479,"Spectrogram 1",1,223.096518358,223.114945037,61.0119,76.2649,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",66.9921875
480,"Spectrogram 1",1,223.802228033,223.829219224,31.25,43.1548,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",38.0859375
481,"Spectrogram 1",1,226.190889371,226.226445074,30.878,45.3869,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",38.8671875
482,"Spectrogram 1",1,231.046250093,231.103606374,31.622,41.6667,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",37.6953125
483,"Spectrogram 1",1,231.318238248,231.329917129,58.7798,68.4524,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",65.0390625
484,"Spectrogram 1",1,234.775138675,234.785779433,59.1518,67.3363,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",63.8671875
485,"Spectrogram 1",1,235.226346865,235.253338056,52.8274,69.5685,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",61.1328125
486,"Spectrogram 1",1,236.16389818,236.174279407,61.0119,69.1964,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",63.4765625
487,"Spectrogram 1",1,238.310094641,238.325666482,56.1756,66.9643,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",61.5234375
488,"Spectrogram 1",1,238.52654323,238.550160522,47.247,62.128,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",56.0546875
491,"Spectrogram 1",1,239.644871752,239.674717781,69.5685,81.8452,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",75.5859375
497,"Spectrogram 1",1,241.094961174,241.107678177,47.619,61.756,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",55.2734375
500,"Spectrogram 1",1,286.574019876,286.587515472,39.8065,53.9435,"CageTest0_A_5min_2021-10-29_09-39-57_0000005.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-39-57_0000005.wav",46.2890625
1,"Spectrogram 1",1,13.124425075,13.166386102,53.8366,61.8812,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.3984375
2,"Spectrogram 1",1,14.374527794,14.403023715,55.6931,67.7599,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",63.8671875
8,"Spectrogram 1",1,17.637890181,17.674214652,48.2673,63.1188,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",60.3515625
9,"Spectrogram 1",1,17.896232324,17.917839122,55.0743,64.6658,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.5234375
10,"Spectrogram 1",1,18.322751661,18.333085347,53.5272,63.7376,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",59.1796875
11,"Spectrogram 1",1,18.337469334,18.381935497,53.5272,68.9975,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.1328125
12,"Spectrogram 1",1,18.861268126,18.897279455,51.052,64.6658,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",59.1796875
13,"Spectrogram 1",1,20.181309213,20.210744561,50.1238,62.1906,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.3984375
14,"Spectrogram 1",1,20.488619184,20.528701359,48.2673,63.1188,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",57.6171875
15,"Spectrogram 1",1,20.907144437,20.963509995,49.8144,64.9752,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.7890625
16,"Spectrogram 1",1,21.5321758,21.565995135,55.6931,69.3069,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",65.8203125
22,"Spectrogram 1",1,23.620559667,23.63684305,64.3564,77.0421,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",73.2421875
23,"Spectrogram 1",1,23.841021601,23.867325528,51.052,59.4059,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",57.2265625
24,"Spectrogram 1",1,25.563567824,25.615236253,53.8366,68.6881,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",65.0390625
25,"Spectrogram 1",1,25.933075375,25.969399846,56.3119,69.6163,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",64.2578125
26,"Spectrogram 1",1,27.331411932,27.378070089,59.0965,70.2351,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.9140625
27,"Spectrogram 1",1,27.662833836,27.692582325,54.4554,64.6658,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",60.3515625
30,"Spectrogram 1",1,28.533506193,28.558557553,58.4777,65.9035,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.9140625
31,"Spectrogram 1",1,29.261581268,29.276298941,60.0248,71.1634,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.7734375
33,"Spectrogram 1",1,29.386838065,29.400929454,60.0248,71.4728,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.3828125
32,"Spectrogram 1",1,29.412202566,29.433496221,37.7475,48.8861,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",44.3359375
34,"Spectrogram 1",1,29.861160421,29.895919182,50.4332,63.1188,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.3984375
35,"Spectrogram 1",1,30.291016615,30.31544169,48.8861,57.8589,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
36,"Spectrogram 1",1,30.97285438,31.029219938,58.7871,68.6881,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",63.0859375
37,"Spectrogram 1",1,31.179214952,31.219297127,53.8366,69.6163,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",63.4765625
38,"Spectrogram 1",1,31.907710874,31.936519937,54.146,67.7599,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",62.3046875
39,"Spectrogram 1",1,32.322330814,32.352392446,50.4332,59.4059,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.8359375
42,"Spectrogram 1",1,34.833085347,34.870349244,49.505,58.7871,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.4453125
43,"Spectrogram 1",1,35.052597883,35.092680058,47.6485,62.8094,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.4453125
44,"Spectrogram 1",1,35.668881267,35.69142749,52.2896,62.5,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",59.1796875
45,"Spectrogram 1",1,35.808347129,35.829014501,52.599,60.953,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.4453125
46,"Spectrogram 1",1,35.831206495,35.844984742,46.4109,56.3119,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",51.3671875
47,"Spectrogram 1",1,36.289646163,36.330667764,53.8366,67.7599,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.9140625
50,"Spectrogram 1",1,36.958753018,36.990067217,57.8589,72.7104,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.3828125
51,"Spectrogram 1",1,37.194148035,37.228906796,48.8861,60.3342,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.0546875
54,"Spectrogram 1",1,38.974517822,38.998629756,49.505,61.8812,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",57.6171875
55,"Spectrogram 1",1,39.623691087,39.634964199,43.6262,62.8094,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.9296875
56,"Spectrogram 1",1,41.613044259,41.634964199,46.7203,60.6436,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",57.2265625
57,"Spectrogram 1",1,41.815333986,41.861052717,57.5495,76.4233,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",68.9453125
60,"Spectrogram 1",1,42.232243654,42.283285798,45.4827,61.8812,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.4453125
61,"Spectrogram 1",1,42.507094561,42.543732174,56.9307,71.1634,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",68.9453125
63,"Spectrogram 1",1,43.622017672,43.63892734,59.7153,82.9208,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",76.3671875
64,"Spectrogram 1",1,43.840277641,43.891946069,43.3168,57.2401,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.1484375
68,"Spectrogram 1",1,44.931519637,44.942479606,49.8144,56.0025,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
71,"Spectrogram 1",1,45.636109062,45.668988971,60.0248,73.3292,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",69.7265625
72,"Spectrogram 1",1,45.968783534,46.022957098,42.0792,56.3119,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",49.0234375
75,"Spectrogram 1",1,46.949995014,47.005421147,47.3391,70.854,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.0078125
76,"Spectrogram 1",1,47.75406586,47.778804077,54.7649,66.5223,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",60.3515625
77,"Spectrogram 1",1,48.310431419,48.332038216,48.5767,56.3119,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",53.7109375
78,"Spectrogram 1",1,48.48046752,48.502074318,43.6262,55.6931,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
79,"Spectrogram 1",1,48.662833836,48.678177793,46.4109,53.5272,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.5859375
80,"Spectrogram 1",1,48.762099847,48.810636856,43.9356,53.5272,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",49.4140625
81,"Spectrogram 1",1,49.234964199,49.263773262,46.7203,55.3837,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.1484375
84,"Spectrogram 1",1,49.812936555,49.837674772,42.0792,55.0743,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",51.3671875
85,"Spectrogram 1",1,50.132351358,50.170554681,32.4876,44.8639,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",38.4765625
86,"Spectrogram 1",1,50.466278398,50.494461177,45.7921,56.6213,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
87,"Spectrogram 1",1,51.092269183,51.12953308,43.6262,58.1683,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
89,"Spectrogram 1",1,51.388834485,51.401673307,44.245,53.2178,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",47.0703125
88,"Spectrogram 1",1,51.72953308,51.758968427,48.2673,57.5495,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
90,"Spectrogram 1",1,52.567530966,52.585380059,46.1015,56.9307,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",53.3203125
91,"Spectrogram 1",1,52.700929454,52.744769333,35.8911,44.5545,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",40.4296875
92,"Spectrogram 1",1,54.337782476,54.378804077,47.0297,61.5718,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",57.6171875
95,"Spectrogram 1",1,54.904687158,54.952284741,38.3663,57.5495,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.5859375
96,"Spectrogram 1",1,55.334445619,55.385487764,43.9356,55.3837,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.9765625
97,"Spectrogram 1",1,55.630991086,55.667002415,43.9356,55.6931,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",51.7578125
98,"Spectrogram 1",1,56.191329757,56.207299999,47.0297,58.4777,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",54.1015625
101,"Spectrogram 1",1,57.040287612,57.104168579,49.1955,61.8812,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",59.5703125
102,"Spectrogram 1",1,57.489137763,57.52483595,47.6485,59.4059,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",54.8828125
103,"Spectrogram 1",1,57.960641842,57.980056645,47.3391,59.4059,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",55.2734375
104,"Spectrogram 1",1,58.249995014,58.278177793,48.5767,59.7153,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.1484375
105,"Spectrogram 1",1,58.814296827,58.852813292,47.9579,60.6436,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",55.2734375
106,"Spectrogram 1",1,59.257823564,59.288511479,45.1733,60.0248,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",54.1015625
109,"Spectrogram 1",1,60.169399846,60.196956341,42.0792,55.3837,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",51.3671875
110,"Spectrogram 1",1,60.877551509,60.922643956,50.7426,64.047,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",58.7890625
111,"Spectrogram 1",1,61.153116462,61.193824921,42.698,55.3837,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.5859375
112,"Spectrogram 1",1,61.378804077,61.405734289,41.7698,56.6213,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
115,"Spectrogram 1",1,62.398845165,62.441745618,56.3119,72.7104,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.7734375
116,"Spectrogram 1",1,64.200646277,64.230081625,56.6213,70.854,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.7734375
117,"Spectrogram 1",1,64.47182719,64.510343655,63.1188,75.8045,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",69.7265625
118,"Spectrogram 1",1,64.616811932,64.657207249,57.2401,68.9975,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",66.6015625
119,"Spectrogram 1",1,64.875780137,64.935903399,42.0792,52.9084,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",47.8515625
120,"Spectrogram 1",1,65.023896299,65.065857326,43.6262,57.2401,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.5859375
121,"Spectrogram 1",1,65.325765127,65.344240504,56.0025,70.2351,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",67.7734375
122,"Spectrogram 1",1,66.805000318,66.841637931,50.4332,58.1683,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.8359375
123,"Spectrogram 1",1,67.108963408,67.132135915,47.0297,57.2401,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",51.7578125
124,"Spectrogram 1",1,67.148419299,67.157187275,46.7203,54.7649,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",50.5859375
125,"Spectrogram 1",1,67.48974407,67.530139387,49.8144,59.4059,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",55.6640625
126,"Spectrogram 1",1,67.79529277,67.820344129,47.9579,54.7649,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",52.5390625
129,"Spectrogram 1",1,68.50675127,68.541196889,57.2401,68.0693,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",64.2578125
130,"Spectrogram 1",1,68.803609826,68.833045173,61.8812,74.5668,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",68.9453125
131,"Spectrogram 1",1,68.978656199,69.016233238,60.0248,74.5668,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",68.1640625
132,"Spectrogram 1",1,69.103286712,69.125519793,56.6213,66.8317,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",60.3515625
133,"Spectrogram 1",1,70.020960536,70.070750113,38.3663,49.1955,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",41.9921875
134,"Spectrogram 1",1,73.543819902,73.554779872,54.4554,66.5223,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.1328125
135,"Spectrogram 1",1,73.651853889,73.694754342,54.4554,68.9975,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",62.6953125
136,"Spectrogram 1",1,75.218768542,75.242567334,56.0025,65.2847,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",61.9140625
137,"Spectrogram 1",1,75.917515974,75.956658723,64.047,71.7822,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",68.1640625
138,"Spectrogram 1",1,76.191838331,76.235051926,51.052,62.5,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.8359375
139,"Spectrogram 1",1,76.444857061,76.48713123,48.5767,60.3342,"CageTest0_A_5min_2021-10-29_09-50-07_0000006.Table.1.selections.txt","CageTest0_A_5min_2021-10-29_09-50-07_0000006.wav",56.0546875
