"start","end","sound.files","selec","Channel","bottom.freq","top.freq","selec.file","peak.freq","duration","SNR"
91.853687622,91.8799807049999,"TH-09.wav",468,1,82.2234,90.9324,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",86.9140625,0.0262930829999277,-0.654417005007996
92.056132745,92.075759976,"TH-09.wav",469,1,59.6824,80.4303,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",74.4140625,0.0196272309999586,-0.233550456154437
92.035394538,92.061317297,"TH-09.wav",470,1,45.082,58.4016,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",53.3203125,0.0259227589999682,4.38064069732008
92.250183107,92.2686993630001,"TH-09.wav",471,1,53.0225,71.9775,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",61.5234375,0.0185162560001118,6.53501895150526
92.465155959,92.487375466,"TH-09.wav",472,1,53.0225,78.125,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.6015625,0.0222195070000453,8.77602343039118
92.489967742,92.5288518800002,"TH-09.wav",473,1,39.959,82.4795,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.7734375,0.038884138000185,-2.46936333274372
92.731790044,92.7710445069999,"TH-09.wav",474,1,42.0082,61.7316,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.4921875,0.0392544629999065,6.24603503037197
92.46663726,92.477747013,"TH-09.wav",475,1,39.959,49.1803,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",42.7734375,0.0111097530000279,0.328244753139292
93.150714024,93.1718225560002,"TH-09.wav",476,1,64.5492,79.4057,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",71.6796875,0.0211085320001985,-0.00215746241793057
93.865439268,93.8758083709999,"TH-09.wav",477,1,59.1701,67.3668,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",62.3046875,0.0103691029999027,1.90671126995839
93.874327071,93.8898807260001,"TH-09.wav",478,1,47.6434,62.7561,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0155536550000761,2.00273841721998
94.243973374,94.263600606,"TH-09.wav",479,1,48.1557,58.4016,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",55.2734375,0.019627231999948,2.85729154573548
94.252120527,94.2721180829999,"TH-09.wav",480,1,58.6578,78.8934,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",71.6796875,0.0199975559999075,-0.975867196187738
94.440541691,94.4557250210001,"TH-09.wav",481,1,60.1947,76.8443,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",71.2890625,0.0151833300001272,-0.304348118269994
94.419433159,94.445355917,"TH-09.wav",482,1,45.082,55.3279,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.5859375,0.0259227579999788,1.61622245481789
94.651997333,94.687548545,"TH-09.wav",483,1,48.4119,61.2193,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",55.6640625,0.035551211999973,3.95189744369558
95.878166479,95.8966827340001,"TH-09.wav",484,1,54.8156,74.2828,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",71.2890625,0.0185162550001223,2.43368678687028
96.144899798,96.181561985,"TH-09.wav",485,1,46.6189,56.8648,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.5390625,0.0366621870000472,-0.306660576058298
98.67919166,98.7025221419999,"TH-09.wav",486,1,42.0082,52.7664,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.5859375,0.0233304819998921,0.674029410451839
98.699189216,98.7065957180001,"TH-09.wav",487,1,59.1701,72.7459,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",68.9453125,0.00740650200009441,2.0335984717724
98.835369357,98.857959189,"TH-09.wav",488,1,39.7029,53.791,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",49.4140625,0.0225898319999942,-0.692754935433414
99.33364167,99.3695632059999,"TH-09.wav",489,1,52.2541,73.7705,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.7734375,0.0359215359999325,2.49302804849367
99.562083128,99.5983749889999,"TH-09.wav",490,1,42.5205,56.8648,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.1953125,0.0362918609998815,3.09242902343162
99.737617234,99.7546521889999,"TH-09.wav",491,1,42.5205,54.5594,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",51.3671875,0.0170349549998718,-2.3929880396558
100.101372638,100.136183199,"TH-09.wav",492,1,44.3135,53.2787,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.1953125,0.0348105610000857,-2.33176414744147
100.676437201,100.705322561,"TH-09.wav",493,1,46.6189,56.8648,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",53.3203125,0.0288853600000039,4.23680594001598
100.789016037,100.808643269,"TH-09.wav",494,1,44.3135,53.791,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.9765625,0.019627231999948,4.0808415680618
101.313866064,101.337566872,"TH-09.wav",495,1,45.8504,56.6086,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.9296875,0.0237008080000578,3.49576094087458
101.336455897,101.342381098,"TH-09.wav",496,1,63.2684,78.125,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",71.2890625,0.00592520100008187,-0.265224048403985
101.457922535,101.476438791,"TH-09.wav",497,1,45.8504,60.707,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0185162560001118,12.1251168446275
101.690103898,101.716026657,"TH-09.wav",498,1,50.4611,59.9385,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.8359375,0.0259227589999682,5.25450758440509
102.034506259,102.052652189,"TH-09.wav",499,1,44.5697,61.7316,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.8359375,0.018145929999946,9.62678674484332
102.275710836,102.290523841,"TH-09.wav",500,1,53.0225,61.2193,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.8359375,0.0148130049999509,2.01288345871606
102.397918125,102.415693731,"TH-09.wav",501,1,44.5697,54.8156,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.1484375,0.0177756059999865,1.81518594735019
102.41199048,102.444208765,"TH-09.wav",502,1,57.1209,73.7705,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.6015625,0.032218284999999,2.15744347674144
102.564194103,102.577155482,"TH-09.wav",503,1,44.8258,54.8156,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",51.3671875,0.0129613789999894,2.61000257426963
102.927517732,102.950477889,"TH-09.wav",504,1,53.5348,67.8791,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",59.9609375,0.0229601570001705,1.51821470684123
103.143787601,103.194522142,"TH-09.wav",505,1,39.959,65.3176,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.3984375,0.0507345409998834,1.04606814251625
103.312655855,103.331912761,"TH-09.wav",506,1,45.3381,60.4508,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.1015625,0.0192569060000096,5.16820567614509
103.441331958,103.46392179,"TH-09.wav",507,1,44.8258,55.8402,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.5390625,0.0225898319999942,1.61352375134686
103.896188471,103.9098905,"TH-09.wav",508,1,47.3873,58.4016,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0137020289998873,4.11839776876479
104.013951859,104.03357909,"TH-09.wav",509,1,50.4611,64.8053,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",62.6953125,0.0196272309999586,3.09728486492436
104.463933532,104.498744093,"TH-09.wav",510,1,47.3873,60.707,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0348105609998584,4.28777813494801
104.879425828,104.900164035,"TH-09.wav",511,1,44.0574,58.6578,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",51.3671875,0.0207382070000222,4.6198038624077
105.834850658,105.865587643,"TH-09.wav",512,1,46.875,59.1701,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0307369849999759,4.34650171183086
106.113705472,106.143701806,"TH-09.wav",513,1,51.7418,63.5246,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.4453125,0.0299963339998612,-1.65863922268396
109.210903463,109.236826222,"TH-09.wav",514,1,42.0082,54.8156,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",49.0234375,0.0259227589999682,-2.39578373069209
109.547825,109.575599384,"TH-09.wav",515,1,43.2889,60.1947,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",53.7109375,0.0277743840001676,-0.353111917514745
109.986300668,110.02259253,"TH-09.wav",516,1,37.3975,52.7664,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.5859375,0.0362918619998709,-1.18895686901674
110.148132745,110.176647779,"TH-09.wav",517,1,41.752,53.791,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.5859375,0.0285150340000655,2.53989479501899
110.451934366,110.470450622,"TH-09.wav",518,1,42.5205,52.5102,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",49.0234375,0.0185162560001118,4.49151732791115
110.969648884,110.983350914,"TH-09.wav",519,1,57.8893,74.0266,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",65.8203125,0.0137020299998767,0.919815590995975
110.961872057,110.974463111,"TH-09.wav",520,1,37.3975,50.2049,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",45.1171875,0.0125910540000405,0.0116389426967321
111.149626892,111.1762903,"TH-09.wav",521,1,39.1906,51.7418,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",48.6328125,0.0266634079998767,2.07530697645815
111.334430716,111.368130301,"TH-09.wav",522,1,46.3627,60.1947,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0336995849997948,2.45252036518027
111.361464449,111.370722577,"TH-09.wav",523,1,62.7561,78.3811,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",75.1953125,0.00925812800005588,-0.945666002048664
111.948132745,111.990720134,"TH-09.wav",524,1,47.8996,65.8299,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",59.9609375,0.0425873890001185,2.50338161560573
112.117741649,112.222543658,"TH-09.wav",525,1,54.5594,98,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.2109375,0.104802008999968,0.666645845667273
113.339417753,113.357193358,"TH-09.wav",526,1,43.5451,56.6086,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.1484375,0.0177756049999971,0.527778930111963
113.856009552,113.892671738,"TH-09.wav",527,1,43.8012,59.9385,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",53.3203125,0.0366621860000578,2.68142898360888
117.81452092,117.823408723,"TH-09.wav",528,1,67.1107,80.4303,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",77.5390625,0.00888780300010694,-0.37084608871337
138.459946971,138.48661038,"TH-09.wav",529,1,44.8258,56.0963,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.5390625,0.0266634090000935,2.33656424871537
138.919408426,138.931629155,"TH-09.wav",530,1,48.9242,59.9385,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",57.2265625,0.0122207289998641,0.64498164407114
141.621938419,141.648231502,"TH-09.wav",531,1,47.6434,63.2684,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0262930830001551,1.96036733921801
141.857972152,141.869452231,"TH-09.wav",532,1,49.6926,62.5,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0114800789999663,5.51443713768263
142.417062834,142.434468115,"TH-09.wav",533,1,53.2787,68.6475,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",62.3046875,0.0174052809998102,5.99953150240479
145.737862399,145.746379877,"TH-09.wav",534,1,60.4508,70.6967,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",64.2578125,0.00851747799993063,-0.433548371808832
145.983794932,146.001570537,"TH-09.wav",535,1,56.3525,70.4406,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",64.2578125,0.0177756049999971,-0.899923743527506
150.626394538,150.670833552,"TH-09.wav",536,1,56.6086,70.9529,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.2109375,0.0444390140000905,-0.154733914259605
152.41691446,152.445059169,"TH-09.wav",537,1,50.2049,60.9631,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0281447089998892,2.79484958031224
152.831086793,152.843307522,"TH-09.wav",538,1,61.9877,73.2582,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",68.9453125,0.0122207290000915,-1.83469788808567
153.319692509,153.335986814,"TH-09.wav",539,1,57.377,73.002,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.2109375,0.016294304999974,4.9830756771696
156.601496961,156.62816037,"TH-09.wav",540,1,57.8893,73.7705,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",70.5078125,0.0266634090000935,1.92313558981483
163.807718912,163.842159148,"TH-09.wav",541,1,46.875,60.9631,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0344402359999094,3.47496882502531
164.250639226,164.272858733,"TH-09.wav",542,1,46.1066,56.0963,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.9765625,0.0222195070000453,-1.46713630328007
167.371586421,167.380474224,"TH-09.wav",543,1,39.7029,50.4611,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",43.9453125,0.00888780300010694,2.24536147938363
167.783424607,167.792682734,"TH-09.wav",544,1,58.1455,65.5738,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",63.4765625,0.00925812700006645,1.01423494632701
169.841196547,169.849343699,"TH-09.wav",545,1,87.0902,98,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",91.6015625,0.00814715199999227,-5.16205378142186
169.820828665,169.831568094,"TH-09.wav",546,1,70.9529,92.7254,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",74.4140625,0.0107394290000684,-6.10919685304657
169.828235168,169.841937197,"TH-09.wav",547,1,59.4262,74.7951,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.9921875,0.0137020289998873,8.17958673534244
172.720445377,172.733036431,"TH-09.wav",548,1,51.7418,58.6578,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",55.6640625,0.0125910539998131,0.849836247735901
174.611718912,174.62245834,"TH-09.wav",549,1,40.7275,51.998,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",46.6796875,0.0107394279998516,3.80048650452026
174.892201434,174.919605493,"TH-09.wav",550,1,61.9877,85.8094,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",68.9453125,0.0274040589999913,3.69647450517614
175.079585944,175.125506259,"TH-09.wav",551,1,45.5943,71.7213,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",63.0859375,0.0459203149998757,7.9337928190643
175.512089237,175.528013217,"TH-09.wav",552,1,46.6189,61.2193,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0159239799997977,6.49462182897305
175.643924979,175.663181885,"TH-09.wav",553,1,68.9037,79.918,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",76.7578125,0.0192569060000096,6.9826124359965
175.659108309,175.669107087,"TH-09.wav",554,1,48.4119,61.4754,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.7890625,0.00999877799995375,-2.45615740378022
176.288560763,176.321519698,"TH-09.wav",555,1,61.2193,71.9775,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.9921875,0.0329589350001243,3.88348763630321
176.276710359,176.291523364,"TH-09.wav",556,1,43.5451,53.0225,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",47.0703125,0.0148130049999509,0.145399633924469
176.460614045,176.502090459,"TH-09.wav",557,1,47.3873,60.4508,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.8359375,0.0414764139998169,-0.824593289293938
176.885313631,176.905681513,"TH-09.wav",558,1,61.7316,77.6127,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.3828125,0.0203678820000732,1.43326446165722
178.256281119,178.268872173,"TH-09.wav",559,1,87.8586,98,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",93.5546875,0.0125910540000405,2.35542140328267
178.233691287,178.252207543,"TH-09.wav",560,1,70.1844,91.7008,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",90.4296875,0.0185162560001118,2.44155725947033
178.248133967,178.256651444,"TH-09.wav",561,1,61.2193,73.002,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",66.2109375,0.00851747699971384,1.02121442643115
178.95356565,178.98393231,"TH-09.wav",562,1,68.1352,96.5676,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",79.8828125,0.0303666599997996,1.27263500622193
181.060970931,181.081709137,"TH-09.wav",563,1,48.4119,63.0123,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",57.2265625,0.0207382059998054,4.92144719537789
188.395139243,188.401064445,"TH-09.wav",564,1,25.8709,32.7869,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",29.8828125,0.00592520199961655,1.6424679926683
188.930728686,188.952948193,"TH-09.wav",565,1,56.3525,67.8791,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",62.6953125,0.0222195070000453,6.48866247929399
190.180425828,190.193016882,"TH-09.wav",566,1,22.0287,28.1762,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",24.0234375,0.0125910540000405,9.30887667693953
191.330826222,191.34156565,"TH-09.wav",567,1,63.7807,76.0758,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.3828125,0.0107394279998516,3.82743209000076
191.654195325,191.694560763,"TH-09.wav",568,1,67.8791,79.1496,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",75.9765625,0.0403654379997533,-2.46005209840083
191.913309966,191.940343699,"TH-09.wav",569,1,55.0717,64.8053,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.7890625,0.0270337329998256,-0.210441424506621
192.823272567,192.859564428,"TH-09.wav",570,1,50.4611,63.0123,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",57.2265625,0.0362918610003362,-5.16881453798527
192.971772939,193.0065835,"TH-09.wav",571,1,44.5697,59.9385,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.8828125,0.0348105610000857,2.5770605855816
193.682451009,193.700967265,"TH-09.wav",572,1,59.4262,66.5984,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",63.8671875,0.0185162560001118,-1.76076971321659
196.459662441,196.478178697,"TH-09.wav",573,1,80.6865,96.5676,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",86.5234375,0.0185162560001118,1.16345771790614
196.452626263,196.464106342,"TH-09.wav",574,1,48.9242,63.0123,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.7890625,0.0114800790001937,-2.63861345393721
196.580758754,196.600015661,"TH-09.wav",575,1,61.4754,74.2828,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",68.5546875,0.019256906999999,1.90166511348135
196.898485965,196.917372546,"TH-09.wav",576,1,50.9734,66.3422,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.8359375,0.0188865810000607,2.25165410833459
197.086499405,197.109459562,"TH-09.wav",577,1,48.1557,70.6967,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",61.9140625,0.0229601569999431,-0.147853438480174
197.427235168,197.437974596,"TH-09.wav",578,1,53.0225,63.0123,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",57.6171875,0.0107394279998516,-1.76478387682778
197.699201434,197.738085571,"TH-09.wav",579,1,50.9734,65.5738,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",57.6171875,0.0388841369999682,3.97083870665983
204.540899798,204.574969709,"TH-09.wav",580,1,61.2193,74.0266,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.3828125,0.0340699109997331,6.00020320386285
206.947071387,206.980770972,"TH-09.wav",581,1,48.4119,52.7664,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",50.5859375,0.0336995850002495,-2.20850260272761
207.247405058,207.298139599,"TH-09.wav",582,1,44.0574,55.8402,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.1484375,0.050734540999656,0.44526992306421
214.69848522,214.709594973,"TH-09.wav",583,1,22.541,32.0184,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",25.5859375,0.0111097529998005,3.89377514979206
219.433949415,219.460242498,"TH-09.wav",584,1,50.9734,61.9877,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.7890625,0.0262930829999277,3.07834280701938
219.584671738,219.608002221,"TH-09.wav",585,1,46.875,56.3525,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",52.1484375,0.0233304830003362,4.28863878360284
219.869390873,219.897905907,"TH-09.wav",586,1,48.668,58.1455,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",55.2734375,0.0285150340000655,7.05293506553313
220.508496961,220.534790044,"TH-09.wav",587,1,47.6434,60.4508,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",58.0078125,0.0262930829999277,12.4472053271429
223.052812037,223.071698618,"TH-09.wav",588,1,56.6086,74.5389,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",65.8203125,0.0188865810000607,-2.22157786653047
223.069106342,223.112064056,"TH-09.wav",589,1,51.7418,59.9385,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.4921875,0.0429577139998401,7.52769669630723
224.275920569,224.31221243,"TH-09.wav",590,1,50.4611,59.6824,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",54.1015625,0.0362918609998815,-3.61932430166503
225.982597417,226.014815702,"TH-09.wav",591,1,53.2787,68.9037,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",62.6953125,0.032218284999999,-2.96427150257759
226.204792488,226.221827443,"TH-09.wav",592,1,53.2787,69.6721,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",56.0546875,0.0170349549998718,0.606851390479703
229.518335147,229.532777826,"TH-09.wav",593,1,57.6332,66.8545,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",60.7421875,0.0144426790002399,-0.624512994883413
246.162107564,246.178401869,"TH-09.wav",594,1,55.3279,64.293,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",61.9140625,0.016294304999974,0.160188094794849
247.079500626,247.09061038,"TH-09.wav",595,1,65.8299,76.0758,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",70.8984375,0.0111097540002447,2.05124889936774
247.193190438,247.21578027,"TH-09.wav",596,1,65.3176,77.3566,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",73.6328125,0.0225898319999942,-1.27809235931437
248.512928644,248.528852624,"TH-09.wav",597,1,55.584,66.8545,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",61.9140625,0.015923980000025,-0.0533494787437129
257.727764863,257.740355917,"TH-09.wav",598,1,37.9098,46.875,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",41.9921875,0.0125910540000405,0.658641542747976
258.133826222,258.141603049,"TH-09.wav",599,1,23.0533,31.5061,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",27.9296875,0.00777682699981597,11.9927132749394
258.303435126,258.322692032,"TH-09.wav",600,1,39.4467,46.875,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",42.7734375,0.0192569060000096,-0.0527954391799394
259.259650223,259.273352252,"TH-09.wav",601,1,21.7725,30.7377,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",27.1484375,0.0137020289998873,2.35428809872312
259.503324151,259.517396505,"TH-09.wav",602,1,21.0041,29.7131,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",25.1953125,0.0140723540002909,1.87687133675262
262.513791266,262.524530695,"TH-09.wav",603,1,32.2746,45.8504,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",43.1640625,0.010739428999841,1.20953797283157
265.824569316,265.875674182,"TH-09.wav",604,1,27.6639,38.9344,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",34.5703125,0.0511048660000597,-0.587785774760766
276.297435603,276.312989258,"TH-09.wav",605,1,56.3525,69.6721,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",67.7734375,0.0155536549996214,-0.130446194354169
277.55876242,277.587277454,"TH-09.wav",606,1,53.0225,61.9877,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",59.1796875,0.0285150340000655,-0.610003535431333
307.530640925,307.543972629,"TH-09.wav",607,1,73.002,80.6865,"TH-09 (T2019-09-03_08-49-01_0000003).Table.1.selections.txt",75.9765625,0.0133317039999383,-1.08540150583913
96.777378524,96.797279838,"TH-10.wav",608,1,26.8325,38.6126,"TH-10 (T2019-09-03_08-40-35_0000002).Table.1.selections.txt",31.4453125,0.0199013139999806,3.78561382376437
140.943336801,140.954596756,"TH-10.wav",609,1,52.6832,73.6257,"TH-10 (T2019-09-03_08-40-35_0000002).Table.1.selections.txt",63.0859375,0.0112599550002415,6.22951845804989
217.614511528,217.632287134,"TH-11.wav",610,1,20.0408,33.6277,"TH-11 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",23.2421875,0.0177756059997591,4.18309072532984
261.008467779,261.026243384,"TH-11.wav",611,1,20.0408,28.1929,"TH-11 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",22.4609375,0.0177756049997697,4.88223694078212
269.160988291,269.175060645,"TH-11.wav",612,1,21.3995,33.9674,"TH-11 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",27.9296875,0.0140723539998362,6.21538158125678
166.438968703,166.448967481,"TH-11.wav",613,1,21.7391,33.9674,"TH-11 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",30.2734375,0.00999877799995375,5.82038547183241
41.229082455,41.2568568380002,"TH-11.wav",614,1,25.8152,35.3261,"TH-11 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",29.1015625,0.0277743830001782,0.918384959398575
135.751560943,135.768843663,"TH-12.wav",615,1,20.1991,37.4707,"TH-12 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",27.5390625,0.0172827200003667,6.18436807242603
